CustomerID,observation_date,window_month_year,recency_days,frequency,monetary,return_rate,customer_age_days,avg_items_per_transaction,unique_products,avg_order_value,churn,future_monetary_90d
17404,2011-01-01,2011-01,14,6,12932.49,0.3333333333333333,150,2408.1666666666665,57,2155.415,0,7461.4400000000005
17406,2011-01-01,2011-01,23,3,1997.76,0.25,156,258.6666666666667,68,665.92,0,1498.32
17407,2011-01-01,2011-01,68,1,552.9,0.0,0,426.0,23,552.9,1,0.0
17408,2011-01-01,2011-01,157,2,283.44,0.3333333333333333,13,80.0,6,141.72,1,0.0
17409,2011-01-01,2011-01,78,3,3761.64,0.0,0,702.6666666666666,17,1253.8799999999999,1,0.0
17411,2011-01-01,2011-01,43,1,302.04,0.6666666666666666,0,152.0,15,302.04,0,285.58
17412,2011-01-01,2011-01,15,5,1759.9099999999999,0.16666666666666666,134,121.4,47,351.98199999999997,0,141.36
17413,2011-01-01,2011-01,61,1,340.29999999999995,0.0,0,78.0,8,340.29999999999995,1,0.0
17414,2011-01-01,2011-01,80,1,284.32,0.0,0,976.0,5,284.32,1,0.0
17416,2011-01-01,2011-01,50,9,4815.05,0.1,78,228.77777777777777,143,535.0055555555556,0,2114.71
17418,2011-01-01,2011-01,44,1,206.6,0.0,0,232.0,12,206.6,0,167.39000000000001
17419,2011-01-01,2011-01,24,5,1944.36,0.0,132,218.8,60,388.87199999999996,0,1314.03
17420,2011-01-01,2011-01,30,4,616.45,0.3333333333333333,27,71.75,24,154.1125,1,0.0
17421,2011-01-01,2011-01,43,2,928.61,0.0,43,355.5,44,464.305,1,0.0
17422,2011-01-01,2011-01,38,4,1308.15,0.5555555555555556,112,263.25,64,327.0375,0,321.25
17423,2011-01-01,2011-01,50,1,420.54,0.0,0,331.0,17,420.54,1,0.0
17426,2011-01-01,2011-01,109,4,1819.46,0.2,0,267.0,98,454.865,0,1193.88
17428,2011-01-01,2011-01,18,13,8151.0,0.07142857142857142,163,285.9230769230769,169,627.0,0,3171.39
17429,2011-01-01,2011-01,53,2,832.54,0.3333333333333333,33,331.0,53,416.27,1,0.0
17430,2011-01-01,2011-01,22,3,582.01,0.0,114,128.33333333333334,24,194.00333333333333,1,0.0
17432,2011-01-01,2011-01,42,4,911.18,0.0,25,154.0,132,227.795,1,0.0
17433,2011-01-01,2011-01,42,1,266.8,0.0,0,120.0,39,266.8,1,0.0
17435,2011-01-01,2011-01,68,1,331.35,0.0,0,195.0,15,331.35,1,0.0
17436,2011-01-01,2011-01,65,1,101.76,0.0,0,16.0,1,101.76,1,0.0
17438,2011-01-01,2011-01,101,1,462.04,0.0,0,338.0,28,462.04,0,388.45000000000005
17442,2011-01-01,2011-01,38,6,1211.59,0.3333333333333333,119,133.66666666666666,62,201.93166666666664,0,440.83
17448,2011-01-01,2011-01,154,2,30.0,0.0,15,1.0,1,15.0,1,0.0
17449,2011-01-01,2011-01,16,3,1796.43,0.0,44,282.6666666666667,131,598.8100000000001,0,338.34
17450,2011-01-01,2011-01,24,7,54451.14,0.125,70,2308.714285714286,81,7778.734285714286,0,32120.7
17454,2011-01-01,2011-01,16,3,535.15,0.25,134,69.33333333333333,28,178.38333333333333,0,132.25
17456,2011-01-01,2011-01,22,2,1225.42,0.0,90,365.0,59,612.71,1,0.0
17457,2011-01-01,2011-01,36,4,1697.51,0.3333333333333333,108,204.25,12,424.3775,0,717.0600000000001
17458,2011-01-01,2011-01,38,1,213.08,0.0,0,112.0,32,213.08,1,0.0
17460,2011-01-01,2011-01,29,6,668.07,0.0,136,53.833333333333336,26,111.34500000000001,0,272.38
17464,2011-01-01,2011-01,179,1,384.69000000000005,0.0,0,289.0,18,384.69000000000005,1,0.0
17465,2011-01-01,2011-01,82,2,637.79,0.0,74,188.5,35,318.895,1,0.0
17467,2011-01-01,2011-01,52,1,102.6,0.0,0,20.0,4,102.6,1,0.0
17468,2011-01-01,2011-01,32,1,57.8,0.0,0,68.0,3,57.8,1,0.0
17469,2011-01-01,2011-01,57,6,1278.8,0.14285714285714285,122,89.0,52,213.13333333333333,1,0.0
17470,2011-01-01,2011-01,24,7,1858.2,0.0,140,182.85714285714286,62,265.45714285714286,1,0.0
17471,2011-01-01,2011-01,131,1,321.65000000000003,0.0,0,153.0,19,321.65000000000003,1,0.0
17473,2011-01-01,2011-01,65,2,607.0,0.3333333333333333,47,135.0,33,303.5,1,0.0
17476,2011-01-01,2011-01,52,1,229.5,0.5,0,100.0,15,229.5,1,0.0
17478,2011-01-01,2011-01,65,1,566.6,0.0,0,280.0,14,566.6,1,0.0
17480,2011-01-01,2011-01,101,1,390.21,0.0,0,255.0,24,390.21,1,0.0
17482,2011-01-01,2011-01,144,1,525.35,0.0,0,148.0,32,525.35,1,0.0
17483,2011-01-01,2011-01,71,1,177.69,0.0,0,74.0,7,177.69,1,0.0
17490,2011-01-01,2011-01,45,1,305.04,0.0,0,171.0,19,305.04,1,0.0
17491,2011-01-01,2011-01,24,6,2034.8,0.0,154,239.83333333333334,28,339.1333333333333,0,862.46
17492,2011-01-01,2011-01,135,2,747.85,0.0,40,147.5,23,373.925,1,0.0
17493,2011-01-01,2011-01,42,1,100.91,0.0,0,62.0,8,100.91,1,0.0
17494,2011-01-01,2011-01,158,1,54.699999999999996,0.0,0,26.0,3,54.699999999999996,1,0.0
17495,2011-01-01,2011-01,47,1,309.16,0.5,0,138.0,21,309.16,1,0.0
17496,2011-01-01,2011-01,15,1,271.05,0.0,0,79.0,10,271.05,1,0.0
17497,2011-01-01,2011-01,47,1,82.65,0.0,0,15.0,4,82.65,1,0.0
17504,2011-01-01,2011-01,37,5,4604.4,0.0,119,509.6,127,920.8799999999999,0,1646.44
17508,2011-01-01,2011-01,38,2,1483.01,0.0,92,487.5,70,741.505,0,387.31
17510,2011-01-01,2011-01,77,1,206.07999999999998,0.0,0,208.0,15,206.07999999999998,1,0.0
17511,2011-01-01,2011-01,16,19,49152.41,0.20833333333333334,161,1747.421052631579,306,2586.968947368421,0,18884.36
17512,2011-01-01,2011-01,109,3,1003.0400000000001,0.0,31,372.0,36,334.3466666666667,0,1093.02
17513,2011-01-01,2011-01,65,2,645.6,0.0,70,93.0,12,322.8,1,0.0
17515,2011-01-01,2011-01,51,4,815.02,0.0,113,64.75,66,203.755,0,432.18
17516,2011-01-01,2011-01,35,1,189.47,0.0,0,111.0,55,189.47,0,327.83
17518,2011-01-01,2011-01,82,1,175.87,0.0,0,113.0,37,175.87,1,0.0
17519,2011-01-01,2011-01,25,3,1309.97,0.4,151,291.6666666666667,52,436.6566666666667,0,313.45
17521,2011-01-01,2011-01,51,2,554.85,0.0,40,143.5,29,277.425,1,0.0
17524,2011-01-01,2011-01,18,3,539.14,0.25,76,120.66666666666667,37,179.71333333333334,1,0.0
17525,2011-01-01,2011-01,16,3,1161.9,0.0,69,112.66666666666667,19,387.3,1,0.0
17526,2011-01-01,2011-01,17,5,1534.49,0.16666666666666666,115,59.8,27,306.898,0,634.1999999999999
17530,2011-01-01,2011-01,22,1,601.28,0.0,0,388.0,65,601.28,0,344.69
17532,2011-01-01,2011-01,42,1,65.34,0.0,0,30.0,4,65.34,1,0.0
17533,2011-01-01,2011-01,91,1,34.8,0.0,0,24.0,1,34.8,1,0.0
17534,2011-01-01,2011-01,108,1,293.94,0.0,0,162.0,17,293.94,1,0.0
17536,2011-01-01,2011-01,77,1,253.55,0.0,0,177.0,10,253.55,1,0.0
17540,2011-01-01,2011-01,40,2,635.2,0.0,110,124.0,17,317.6,0,268.8
17541,2011-01-01,2011-01,166,1,124.46,0.0,0,46.0,31,124.46,1,0.0
17544,2011-01-01,2011-01,47,3,960.69,0.0,0,146.33333333333334,80,320.23,1,0.0
17545,2011-01-01,2011-01,47,2,462.78000000000003,0.0,0,140.0,105,231.39000000000001,1,0.0
17547,2011-01-01,2011-01,32,1,323.3,0.5,0,94.0,13,323.3,1,0.0
17548,2011-01-01,2011-01,35,3,627.96,0.25,17,145.33333333333334,17,209.32000000000002,1,0.0
17550,2011-01-01,2011-01,54,2,812.23,0.0,86,226.0,87,406.115,1,0.0
17551,2011-01-01,2011-01,16,1,306.84,0.0,0,150.0,39,306.84,1,0.0
17552,2011-01-01,2011-01,29,5,1202.69,0.0,135,107.4,33,240.538,1,0.0
17553,2011-01-01,2011-01,129,2,1454.0,0.0,21,524.0,2,727.0,1,0.0
17555,2011-01-01,2011-01,82,2,417.83,0.0,8,154.0,104,208.915,0,195.45
17556,2011-01-01,2011-01,36,1,142.77,0.0,0,83.0,8,142.77,1,0.0
17558,2011-01-01,2011-01,50,1,259.17,0.0,0,54.0,28,259.17,1,0.0
17559,2011-01-01,2011-01,169,1,167.62,0.0,0,270.0,12,167.62,1,0.0
17560,2011-01-01,2011-01,52,2,657.25,0.0,54,304.5,15,328.625,0,162.1
17561,2011-01-01,2011-01,47,1,190.25,0.0,0,90.0,44,190.25,1,0.0
17567,2011-01-01,2011-01,29,2,1542.5,0.0,69,382.0,57,771.25,0,960.23
17570,2011-01-01,2011-01,38,1,100.0,0.5,0,1.0,1,100.0,1,0.0
17572,2011-01-01,2011-01,30,5,465.6000000000001,0.0,153,42.0,10,93.12000000000002,1,0.0
17576,2011-01-01,2011-01,18,12,3055.62,0.0,145,115.5,144,254.635,0,640.11
17578,2011-01-01,2011-01,131,4,593.36,0.3333333333333333,32,58.75,42,148.34,1,0.0
17580,2011-01-01,2011-01,15,3,376.4,0.0,64,49.0,40,125.46666666666665,0,121.17
17581,2011-01-01,2011-01,29,5,4176.47,0.375,119,430.2,134,835.2940000000001,0,1278.2
17582,2011-01-01,2011-01,103,1,511.84,0.0,0,208.0,40,511.84,1,0.0
17584,2011-01-01,2011-01,124,2,3082.87,0.0,39,852.5,54,1541.435,1,0.0
17585,2011-01-01,2011-01,102,3,960.23,0.0,32,289.3333333333333,147,320.07666666666665,0,521.53
17588,2011-01-01,2011-01,53,2,694.42,0.0,53,115.0,15,347.21,1,0.0
17589,2011-01-01,2011-01,42,9,7770.5,0.18181818181818182,140,494.0,325,863.3888888888889,1,0.0
17591,2011-01-01,2011-01,24,1,813.2,0.0,0,266.0,67,813.2,0,787.1500000000001
17593,2011-01-01,2011-01,9,2,1595.39,0.0,56,556.5,59,797.695,1,0.0
17594,2011-01-01,2011-01,106,1,893.0,0.0,0,498.0,28,893.0,0,315.0
17596,2011-01-01,2011-01,25,2,1128.59,0.0,71,895.5,73,564.295,1,0.0
17597,2011-01-01,2011-01,75,2,947.8,0.3333333333333333,55,405.5,52,473.9,1,0.0
17598,2011-01-01,2011-01,38,1,409.98,0.0,0,126.0,10,409.98,1,0.0
17599,2011-01-01,2011-01,134,1,52.05,0.6666666666666666,0,11.0,3,52.05,1,0.0
17601,2011-01-01,2011-01,37,1,305.46999999999997,0.0,0,196.0,60,305.46999999999997,1,0.0
17602,2011-01-01,2011-01,129,2,957.41,0.5,32,383.0,90,478.705,0,767.0500000000001
17604,2011-01-01,2011-01,79,2,328.01,0.0,48,108.0,62,164.005,0,136.24
17607,2011-01-01,2011-01,33,1,333.81,0.0,0,269.0,22,333.81,1,0.0
17608,2011-01-01,2011-01,106,1,140.19,0.0,0,151.0,47,140.19,1,0.0
17609,2011-01-01,2011-01,59,3,278.58,0.4,1,61.0,36,92.86,0,537.6899999999999
17611,2011-01-01,2011-01,18,6,1876.88,0.0,159,204.0,197,312.81333333333333,0,1190.25
17612,2011-01-01,2011-01,36,7,1898.91,0.46153846153846156,122,155.85714285714286,102,271.27285714285716,0,305.46
17615,2011-01-01,2011-01,44,3,403.6,0.25,97,82.0,35,134.53333333333333,1,0.0
17616,2011-01-01,2011-01,24,2,816.0,0.0,83,160.0,1,408.0,0,81.6
17618,2011-01-01,2011-01,19,5,2161.68,0.16666666666666666,133,204.6,137,432.33599999999996,1,0.0
17621,2011-01-01,2011-01,11,4,2034.62,0.2,77,172.0,41,508.655,0,662.38
17623,2011-01-01,2011-01,66,3,1103.4,0.0,110,112.66666666666667,51,367.8,1,0.0
17624,2011-01-01,2011-01,94,1,408.32,0.0,0,271.0,25,408.32,1,0.0
17625,2011-01-01,2011-01,103,1,1671.18,0.0,0,1120.0,138,1671.18,0,549.6800000000001
17627,2011-01-01,2011-01,135,1,296.36,0.0,0,676.0,10,296.36,1,0.0
17629,2011-01-01,2011-01,16,3,880.05,0.0,61,129.66666666666666,36,293.34999999999997,1,0.0
17631,2011-01-01,2011-01,31,1,134.4,0.0,0,51.0,8,134.4,1,0.0
17633,2011-01-01,2011-01,36,3,732.55,0.25,9,85.0,29,244.1833333333333,1,0.0
17635,2011-01-01,2011-01,81,2,726.78,0.0,101,271.0,40,363.39,1,0.0
17639,2011-01-01,2011-01,44,5,506.67,0.0,96,105.4,54,101.334,0,108.5
17640,2011-01-01,2011-01,36,2,973.96,0.0,74,302.0,27,486.98,1,0.0
17642,2011-01-01,2011-01,86,1,463.49,0.0,0,462.0,28,463.49,1,0.0
17643,2011-01-01,2011-01,30,2,541.25,0.0,132,148.5,30,270.625,1,0.0
17644,2011-01-01,2011-01,51,4,1524.9,0.2,130,196.0,53,381.225,0,442.47
17646,2011-01-01,2011-01,22,4,1575.06,0.42857142857142855,125,129.0,50,393.765,0,345.85
17648,2011-01-01,2011-01,42,1,418.87,0.0,0,467.0,34,418.87,1,0.0
17649,2011-01-01,2011-01,126,2,710.4,0.3333333333333333,2,162.0,45,355.2,1,0.0
17651,2011-01-01,2011-01,155,6,1758.52,0.25,28,162.33333333333334,84,293.08666666666664,1,0.0
17655,2011-01-01,2011-01,23,3,1689.6399999999999,0.25,50,233.33333333333334,26,563.2133333333333,0,620.6
17657,2011-01-01,2011-01,87,1,126.0,0.0,0,60.0,7,126.0,1,0.0
17659,2011-01-01,2011-01,15,4,1195.28,0.2,28,94.0,38,298.82,0,115.0
17663,2011-01-01,2011-01,74,6,1483.68,0.25,88,105.0,73,247.28,0,371.39
17664,2011-01-01,2011-01,131,1,252.74,0.0,0,242.0,16,252.74,1,0.0
17665,2011-01-01,2011-01,150,1,563.1,0.0,0,690.0,19,563.1,1,0.0
17666,2011-01-01,2011-01,134,2,1008.2399999999999,0.0,16,376.0,15,504.11999999999995,1,0.0
17667,2011-01-01,2011-01,92,2,673.4399999999999,0.5,63,196.5,32,336.71999999999997,0,928.05
17669,2011-01-01,2011-01,119,1,634.35,0.0,0,373.0,9,634.35,1,0.0
17671,2011-01-01,2011-01,22,2,1224.81,0.0,10,297.5,33,612.405,1,0.0
17672,2011-01-01,2011-01,74,3,1151.3,0.0,21,170.0,43,383.76666666666665,0,1177.84
17673,2011-01-01,2011-01,32,3,1253.68,0.0,118,307.3333333333333,97,417.8933333333334,0,780.06
17674,2011-01-01,2011-01,25,1,601.32,0.0,0,698.0,11,601.32,1,0.0
17675,2011-01-01,2011-01,21,19,10714.62,0.17391304347826086,161,253.89473684210526,114,563.9273684210526,0,3790.17
17676,2011-01-01,2011-01,23,3,977.99,0.25,111,192.33333333333334,30,325.99666666666667,1,0.0
17677,2011-01-01,2011-01,23,14,11555.34,0.36363636363636365,148,498.2857142857143,116,825.3814285714286,0,2521.05
17679,2011-01-01,2011-01,178,1,426.0,0.0,0,192.0,7,426.0,1,0.0
17680,2011-01-01,2011-01,40,2,313.05,0.3333333333333333,127,29.5,9,156.525,1,0.0
17682,2011-01-01,2011-01,25,3,1331.25,0.0,131,241.0,34,443.75,1,0.0
17683,2011-01-01,2011-01,42,2,312.82,0.0,125,175.0,16,156.41,1,0.0
17685,2011-01-01,2011-01,17,5,2219.1,0.2857142857142857,104,307.6,45,443.82,0,1049.7
17686,2011-01-01,2011-01,80,1,1262.48,0.0,0,579.0,71,1262.48,0,1592.61
17687,2011-01-01,2011-01,77,1,432.68,0.0,0,210.0,26,432.68,1,0.0
17688,2011-01-01,2011-01,50,1,304.2,0.5,0,114.0,19,304.2,1,0.0
17689,2011-01-01,2011-01,45,2,317.08,0.0,85,150.0,17,158.54,1,0.0
17690,2011-01-01,2011-01,21,7,2612.68,0.0,43,149.28571428571428,73,373.23999999999995,0,990.15
17691,2011-01-01,2011-01,15,3,607.4,0.0,41,82.66666666666667,25,202.46666666666667,1,0.0
17692,2011-01-01,2011-01,16,8,2234.52,0.0,141,228.25,77,279.315,0,110.7
17694,2011-01-01,2011-01,168,1,801.98,0.0,0,734.0,30,801.98,1,0.0
17695,2011-01-01,2011-01,51,2,676.8,0.3333333333333333,69,348.0,11,338.4,1,0.0
17696,2011-01-01,2011-01,21,12,2898.0,0.4,141,196.41666666666666,98,241.5,0,318.24
17699,2011-01-01,2011-01,133,1,259.3,0.0,0,104.0,11,259.3,1,0.0
17700,2011-01-01,2011-01,38,5,1741.07,0.16666666666666666,124,174.4,77,348.214,0,602.61
17702,2011-01-01,2011-01,40,2,1319.67,0.5,17,400.0,69,659.835,1,0.0
17703,2011-01-01,2011-01,75,1,296.1,0.0,0,307.0,23,296.1,1,0.0
17705,2011-01-01,2011-01,112,1,171.68,0.0,0,269.0,11,171.68,0,250.3
17706,2011-01-01,2011-01,23,14,7954.610000000001,0.2222222222222222,153,237.92857142857142,234,568.1864285714286,0,411.02
17707,2011-01-01,2011-01,33,3,264.0,0.0,144,80.0,5,88.0,0,83.7
17708,2011-01-01,2011-01,59,2,620.85,0.0,20,148.5,37,310.425,0,110.6
17709,2011-01-01,2011-01,127,2,145.84,0.0,18,30.0,10,72.92,1,0.0
17710,2011-01-01,2011-01,80,1,293.5,0.0,0,158.0,20,293.5,1,0.0
17713,2011-01-01,2011-01,39,3,895.16,0.0,97,228.66666666666666,42,298.38666666666666,1,0.0
17714,2011-01-01,2011-01,81,4,1257.18,0.5,88,129.0,60,314.295,0,153.0
17716,2011-01-01,2011-01,53,7,4151.78,0.0,114,309.14285714285717,79,593.1114285714285,0,665.46
17717,2011-01-01,2011-01,78,1,376.92,0.0,0,344.0,26,376.92,1,0.0
17720,2011-01-01,2011-01,24,6,1542.35,0.25,144,164.83333333333334,59,257.05833333333334,1,0.0
17722,2011-01-01,2011-01,23,2,2916.46,0.3333333333333333,9,933.5,101,1458.23,0,833.44
17723,2011-01-01,2011-01,32,1,102.0,0.0,0,120.0,2,102.0,1,0.0
17726,2011-01-01,2011-01,52,5,856.79,0.16666666666666666,117,62.6,39,171.358,1,0.0
17728,2011-01-01,2011-01,61,2,1362.75,0.3333333333333333,49,338.5,79,681.375,1,0.0
17730,2011-01-01,2011-01,39,5,1771.18,0.16666666666666666,138,271.6,59,354.236,0,1098.22
17732,2011-01-01,2011-01,29,8,2470.39,0.2,115,143.875,90,308.79875,1,0.0
17734,2011-01-01,2011-01,182,1,308.09000000000003,0.0,0,129.0,20,308.09000000000003,1,0.0
17735,2011-01-01,2011-01,24,8,4589.51,0.2727272727272727,129,335.0,139,573.68875,0,2093.94
17738,2011-01-01,2011-01,52,2,756.64,0.0,43,312.0,40,378.32,0,779.92
17739,2011-01-01,2011-01,17,6,2661.87,0.14285714285714285,152,138.83333333333334,30,443.645,0,322.53000000000003
17740,2011-01-01,2011-01,46,2,113.4,0.0,41,27.0,1,56.7,1,0.0
17741,2011-01-01,2011-01,63,1,59.699999999999996,0.0,0,54.0,4,59.699999999999996,1,0.0
17742,2011-01-01,2011-01,85,4,598.7900000000001,0.0,94,64.75,22,149.69750000000002,0,302.57
17743,2011-01-01,2011-01,105,1,229.2,0.5,0,96.0,3,229.2,1,0.0
17744,2011-01-01,2011-01,15,2,704.26,0.0,22,479.0,33,352.13,0,630.88
17745,2011-01-01,2011-01,134,1,111.11,0.0,0,49.0,6,111.11,1,0.0
17746,2011-01-01,2011-01,128,2,389.34999999999997,0.0,0,162.5,17,194.67499999999998,1,0.0
17751,2011-01-01,2011-01,78,1,157.85999999999999,0.0,0,147.0,31,157.85999999999999,1,0.0
17752,2011-01-01,2011-01,16,1,80.64,0.0,0,192.0,1,80.64,1,0.0
17753,2011-01-01,2011-01,121,3,360.11,0.25,15,36.333333333333336,60,120.03666666666668,1,0.0
17754,2011-01-01,2011-01,31,3,859.99,0.25,111,193.66666666666666,13,286.66333333333336,0,264.24
17756,2011-01-01,2011-01,32,3,733.7,0.0,18,133.33333333333334,54,244.5666666666667,1,0.0
17757,2011-01-01,2011-01,17,23,3542.62,0.11538461538461539,161,73.95652173913044,203,154.02695652173912,0,1232.22
17758,2011-01-01,2011-01,84,3,1120.87,0.0,2,288.3333333333333,57,373.6233333333333,1,0.0
17759,2011-01-01,2011-01,50,1,309.77,0.0,0,219.0,37,309.77,1,0.0
17760,2011-01-01,2011-01,30,2,565.99,0.0,43,251.5,27,282.995,1,0.0
17762,2011-01-01,2011-01,113,1,129.75,0.0,0,129.0,16,129.75,1,0.0
17764,2011-01-01,2011-01,59,1,269.11,0.0,0,117.0,14,269.11,1,0.0
17765,2011-01-01,2011-01,105,1,158.92,0.0,0,53.0,22,158.92,0,121.25
17766,2011-01-01,2011-01,38,2,299.61,0.0,0,77.5,21,149.805,1,0.0
17767,2011-01-01,2011-01,67,1,141.85,0.0,0,70.0,18,141.85,1,0.0
17768,2011-01-01,2011-01,44,1,641.0600000000001,0.5,0,553.0,34,641.0600000000001,1,0.0
17769,2011-01-01,2011-01,40,3,1622.44,0.0,56,236.66666666666666,96,540.8133333333334,0,884.76
17771,2011-01-01,2011-01,93,1,125.6,0.0,0,82.0,10,125.6,0,115.8
17772,2011-01-01,2011-01,49,1,202.0,0.0,0,64.0,45,202.0,1,0.0
17773,2011-01-01,2011-01,171,1,209.02,0.0,0,102.0,28,209.02,1,0.0
17774,2011-01-01,2011-01,54,3,1279.36,0.4,124,230.66666666666666,116,426.4533333333333,0,219.99
17776,2011-01-01,2011-01,43,1,122.81,0.0,0,74.0,31,122.81,1,0.0
17782,2011-01-01,2011-01,39,2,679.02,0.0,0,269.0,29,339.51,1,0.0
17783,2011-01-01,2011-01,169,1,96.44,0.0,0,85.0,24,96.44,1,0.0
17785,2011-01-01,2011-01,102,1,156.19,0.0,0,92.0,22,156.19,1,0.0
17787,2011-01-01,2011-01,28,1,1472.56,0.0,0,712.0,30,1472.56,0,979.89
17790,2011-01-01,2011-01,14,10,1008.9200000000001,0.0,158,55.5,49,100.89200000000001,0,116.80000000000001
17792,2011-01-01,2011-01,124,2,370.05,0.0,11,75.5,45,185.025,1,0.0
17796,2011-01-01,2011-01,26,4,778.74,0.0,51,57.25,119,194.685,0,507.35
17797,2011-01-01,2011-01,52,1,268.93,0.0,0,149.0,37,268.93,1,0.0
17799,2011-01-01,2011-01,18,4,1299.96,0.3333333333333333,124,181.0,162,324.99,0,1051.99
17801,2011-01-01,2011-01,108,1,263.87,0.0,0,258.0,23,263.87,1,0.0
17802,2011-01-01,2011-01,29,5,2861.08,0.16666666666666666,144,318.2,203,572.216,1,0.0
17803,2011-01-01,2011-01,49,1,184.66,0.0,0,98.0,27,184.66,1,0.0
17804,2011-01-01,2011-01,33,1,119.0,0.0,0,50.0,28,119.0,1,0.0
17807,2011-01-01,2011-01,52,1,136.25,0.0,0,73.0,22,136.25,1,0.0
17809,2011-01-01,2011-01,28,6,4282.05,0.14285714285714285,122,187.83333333333334,19,713.6750000000001,0,610.2
17811,2011-01-01,2011-01,31,8,1772.07,0.1111111111111111,70,143.75,253,221.50875,0,3155.48
17812,2011-01-01,2011-01,25,3,549.88,0.0,56,119.0,57,183.29333333333332,1,0.0
17814,2011-01-01,2011-01,32,2,1617.32,0.0,47,720.0,112,808.66,1,0.0
17815,2011-01-01,2011-01,50,1,591.96,0.0,0,612.0,13,591.96,1,0.0
17816,2011-01-01,2011-01,22,1,32.42,0.0,0,32.0,10,32.42,0,5.1
17817,2011-01-01,2011-01,35,3,420.17,0.25,43,99.33333333333333,87,140.05666666666667,0,269.7
17819,2011-01-01,2011-01,19,3,1802.67,0.0,81,261.6666666666667,36,600.89,0,856.0
17820,2011-01-01,2011-01,31,1,183.56,0.5,0,112.0,39,183.56,1,0.0
17821,2011-01-01,2011-01,63,1,334.62,0.0,0,162.0,6,334.62,1,0.0
17822,2011-01-01,2011-01,77,3,1088.01,0.0,0,169.0,45,362.67,1,0.0
17823,2011-01-01,2011-01,78,2,494.25,0.0,0,131.0,88,247.125,1,0.0
17826,2011-01-01,2011-01,31,1,134.59,0.0,0,85.0,33,134.59,1,0.0
17827,2011-01-01,2011-01,21,3,1271.8,0.0,0,247.66666666666666,109,423.93333333333334,1,0.0
17829,2011-01-01,2011-01,66,3,2557.2,0.25,67,571.6666666666666,86,852.4,0,889.24
17834,2011-01-01,2011-01,71,2,730.47,0.0,30,343.5,54,365.235,1,0.0
17838,2011-01-01,2011-01,22,5,3210.78,0.0,150,368.2,49,642.1560000000001,0,752.14
17840,2011-01-01,2011-01,100,1,185.72,0.0,0,138.0,44,185.72,1,0.0
17841,2011-01-01,2011-01,12,40,14903.31,0.2982456140350877,170,186.6,925,372.58275,0,4446.82
17843,2011-01-01,2011-01,68,1,120.75,0.0,0,163.0,22,120.75,0,205.48
17847,2011-01-01,2011-01,172,1,89.04,0.0,0,18.0,2,89.04,1,0.0
17848,2011-01-01,2011-01,15,8,733.53,0.0,168,33.75,42,91.69125,0,116.61000000000001
17849,2011-01-01,2011-01,137,1,144.53,0.0,0,19.0,4,144.53,0,496.55
17850,2011-01-01,2011-01,29,94,30129.68,0.010526315789473684,153,144.30851063829786,57,320.52851063829786,1,0.0
17851,2011-01-01,2011-01,79,2,218.74,0.0,103,82.5,46,109.37,1,0.0
17852,2011-01-01,2011-01,45,1,168.51,0.0,0,112.0,37,168.51,1,0.0
17853,2011-01-01,2011-01,64,2,1023.84,0.0,69,234.0,60,511.92,1,0.0
17854,2011-01-01,2011-01,119,3,624.25,0.0,51,153.66666666666666,84,208.08333333333334,1,0.0
17855,2011-01-01,2011-01,29,1,417.94,0.0,0,394.0,17,417.94,1,0.0
17857,2011-01-01,2011-01,15,2,2675.9,0.0,7,2159.0,4,1337.95,0,895.34
17858,2011-01-01,2011-01,16,12,5347.87,0.14285714285714285,142,224.91666666666666,64,445.6558333333333,0,1062.95
17860,2011-01-01,2011-01,25,2,758.85,0.0,59,346.0,90,379.425,1,0.0
17861,2011-01-01,2011-01,42,5,1224.71,0.0,126,176.4,56,244.942,0,457.98
17862,2011-01-01,2011-01,42,2,797.36,0.0,7,118.0,66,398.68,0,330.9
17863,2011-01-01,2011-01,26,4,1947.7,0.0,139,366.25,56,486.925,0,987.18
17864,2011-01-01,2011-01,42,2,326.82,0.0,42,155.5,37,163.41,0,208.41
17865,2011-01-01,2011-01,14,15,8533.83,0.25,161,257.0,189,568.922,0,1649.74
17866,2011-01-01,2011-01,141,1,655.8000000000001,0.0,0,321.0,13,655.8000000000001,1,0.0
17867,2011-01-01,2011-01,67,4,224.55,0.3333333333333333,112,13.25,33,56.1375,0,25.5
17868,2011-01-01,2011-01,43,1,234.65,0.0,0,91.0,18,234.65,1,0.0
17869,2011-01-01,2011-01,25,2,667.11,0.0,101,235.5,40,333.555,1,0.0
17870,2011-01-01,2011-01,23,2,1540.1999999999998,0.0,14,302.0,2,770.0999999999999,1,0.0
17871,2011-01-01,2011-01,54,2,434.51,0.0,14,133.0,37,217.255,1,0.0
17872,2011-01-01,2011-01,38,1,235.87,0.0,0,176.0,15,235.87,1,0.0
17873,2011-01-01,2011-01,30,8,2873.17,0.1111111111111111,141,272.0,45,359.14625,0,485.78000000000003
17876,2011-01-01,2011-01,56,1,1805.0,0.0,0,1000.0,2,1805.0,1,0.0
17878,2011-01-01,2011-01,52,2,1032.88,0.0,0,318.5,56,516.44,1,0.0
17880,2011-01-01,2011-01,21,1,458.92,0.0,0,314.0,26,458.92,1,0.0
17882,2011-01-01,2011-01,36,2,313.46,0.0,0,67.0,47,156.73,1,0.0
17884,2011-01-01,2011-01,25,7,1073.33,0.125,108,115.42857142857143,120,153.33285714285714,0,278.21999999999997
